id,loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,recoveries,collections_12_mths_ex_med,acc_now_delinq,tot_coll_amt,tot_cur_bal,total_rev_hi_lim,class
105482,12000, 60 months,19.52,314.74,D,10+ years,RENT,70000,Verified,debt_consolidation,15.5,0,Aug-90,1,13,1,12820,73.3,27,0,0,0,107,34160,17500,0
238857,18500, 36 months,6.49,566.93,A,8 years,MORTGAGE,91000,Not Verified,debt_consolidation,13.62,0,Nov-03,0,7,0,4921,87.9,26,0,0,0,0,252566,5600,0
336213,20000, 36 months,7.69,623.88,A,10+ years,OWN,80000,Source Verified,debt_consolidation,14.69,0,Jun-94,0,5,0,5023,45.7,20,0,0,0,0,47872,11000,0
327360,14000, 36 months,9.17,446.31,B,6 years,MORTGAGE,170000,Not Verified,debt_consolidation,9.54,0,Nov-00,2,12,0,24181,64.8,32,0,0,0,0,353443,37300,0
169017,20000, 36 months,6.03,608.72,A,1 year,MORTGAGE,82500,Not Verified,debt_consolidation,13.38,1,Aug-96,2,7,0,7587,19.5,22,0,0,0,0,240116,39000,0
861009,5000, 36 months,11.44,164.74,B,n/a,MORTGAGE,25152,Source Verified,debt_consolidation,13.07,0,Mar-01,1,9,0,6367,69.2,13,0,0,0,0,104288,9200,0
365451,10000, 60 months,18.24,255.25,D,< 1 year,MORTGAGE,40000,Source Verified,debt_consolidation,24.13,0,Mar-84,1,12,5,14611,67.3,15,0,0,0,890,159248,21700,0
118548,15875, 36 months,20.8,596.47,E,1 year,OWN,36000,Not Verified,debt_consolidation,9.6,1,Dec-01,2,11,1,5906,22.3,24,0,0,0,0,35430,26500,0
154075,25000, 36 months,17.27,894.69,C,3 years,MORTGAGE,65000,Verified,debt_consolidation,32.14,0,Mar-03,0,12,0,19529,80,37,0,0,0,0,84041,24400,0
158067,11000, 36 months,10.16,355.77,B,10+ years,MORTGAGE,138929.08,Verified,credit_card,8.15,0,May-99,0,10,0,33788,78.4,18,0,0,0,0,251523,43100,0
121290,7250, 36 months,10.64,236.13,B,8 years,RENT,45500,Not Verified,debt_consolidation,3.24,0,Mar-01,0,4,1,4979,55.3,10,0,0,0,0,4979,9000,0
434659,20000, 36 months,13.65,680.16,C,10+ years,MORTGAGE,75000,Verified,home_improvement,25.06,1,Aug-90,0,12,0,12719,54.1,35,0,0,0,0,243482,23500,0
107591,2000, 36 months,24.5,79,F,8 years,RENT,45000,Not Verified,other,10.67,0,Dec-01,3,4,0,1499,27.8,7,0,0,0,62,21703,5400,0
293834,8500, 36 months,13.98,290.43,C,5 years,MORTGAGE,39000,Not Verified,credit_card,21.38,0,Aug-02,0,19,1,7728,56,33,0,0,0,0,254660,13800,0
777784,4000, 36 months,6.39,122.4,A,10+ years,MORTGAGE,91000,Not Verified,home_improvement,14.7,2,Jul-99,0,24,0,10313,79.3,36,0,0,0,0,161124,13000,0
256701,18350, 60 months,19.24,478.44,E,10+ years,MORTGAGE,40000,Not Verified,debt_consolidation,32.31,0,Jul-95,0,8,0,7089,52.5,30,0,0,0,0,117113,13500,0
671219,20000, 60 months,13.33,458.45,C,9 years,MORTGAGE,87500,Not Verified,credit_card,12.07,0,Nov-06,1,19,0,20829,42.3,33,0,0,0,0,129898,49200,0
197837,9600, 36 months,7.9,300.39,A,5 years,MORTGAGE,105000,Not Verified,home_improvement,11.37,0,Apr-05,2,10,0,15093,75.1,18,0,0,0,0,365974,20100,0
42711,9250, 36 months,17.57,332.42,D,2 years,RENT,87300,Not Verified,debt_consolidation,13.04,0,May-93,1,7,0,5510,79.9,10,0,0,0,0,19870,6900,0
84100,12000, 60 months,15.1,286.11,C,10+ years,MORTGAGE,78000,Verified,credit_card,23.94,0,May-97,0,5,0,16102,84.3,34,0,0,0,0,196146,19100,0
321116,24000, 36 months,10.15,776.11,B,4 years,OWN,250000,Source Verified,debt_consolidation,13.34,0,Jun-01,2,9,0,173264,82.9,31,0,0,0,0,666441,233600,0
244215,21000, 60 months,14.99,499.48,C,9 years,MORTGAGE,191000,Source Verified,debt_consolidation,14.28,0,Oct-01,1,13,0,59423,93.7,30,0,0,0,0,566847,63400,0
189782,10000, 36 months,15.8,350.59,C,< 1 year,RENT,48000,Not Verified,debt_consolidation,10.58,0,Jul-99,1,8,0,16604,83.9,12,0,0,0,0,16604,19800,0
128749,8000, 36 months,12.12,266.18,B,7 years,MORTGAGE,75000,Verified,credit_card,21.1,0,Jan-96,0,9,0,10735,58.7,34,0,0,0,0,259031,18300,0
383840,5950, 36 months,14.99,206.23,C,10+ years,MORTGAGE,95220,Source Verified,debt_consolidation,14.45,0,Mar-96,0,8,1,6783,62,31,0,0,0,0,311775,10900,0
175006,4000, 36 months,12.12,133.09,B,n/a,RENT,47800,Source Verified,debt_consolidation,14.41,0,Dec-06,2,16,0,3359,10.8,25,0,0,0,0,12679,31200,0
195023,1600, 36 months,7.62,49.86,A,10+ years,MORTGAGE,60000,Verified,credit_card,27.45,0,Jun-95,1,14,0,10411,39.1,32,0,0,0,0,346366,26631,0
401070,25050, 60 months,19.47,656.31,D,4 years,OWN,90000,Not Verified,credit_card,24.03,1,Jul-05,1,20,0,19684,49.6,40,0,0,0,0,173010,39700,0
339882,8000, 36 months,10.15,258.71,B,4 years,RENT,41000,Not Verified,debt_consolidation,17.84,0,Sep-10,1,22,0,7798,41.7,24,0,0,0,0,81976,18700,0
423068,35000, 36 months,11.99,1162.34,B,7 years,MORTGAGE,112000,Verified,debt_consolidation,12.64,0,Jun-01,2,21,0,13830,40.8,49,0,0,0,86,294199,33900,0
130971,8325, 36 months,10.16,269.26,B,2 years,RENT,35000,Not Verified,debt_consolidation,21.01,0,May-03,0,6,1,7439,43,11,0,0,0,0,9621,17300,0
183998,2400, 36 months,15.8,84.15,C,3 years,OWN,75000,Not Verified,debt_consolidation,3.74,0,Apr-04,1,6,0,4921,47.8,21,0,0,0,566,4921,10300,0
174633,4150, 36 months,14.09,142.02,B,10+ years,OWN,42000,Not Verified,debt_consolidation,16.74,0,Aug-00,0,7,1,5852,53.7,21,0,0,0,0,18942,10900,0
251286,7000, 36 months,14.99,242.63,C,7 years,MORTGAGE,64000,Source Verified,debt_consolidation,13.59,0,Jun-96,0,7,1,3396,42.4,11,0,0,0,829,260919,8000,0
188860,10000, 36 months,10.16,323.43,B,4 years,MORTGAGE,38000,Source Verified,home_improvement,3.63,0,Jun-94,2,10,0,3652,28.5,18,0,0,0,0,48919,12800,0
653607,4000, 36 months,14.65,137.98,C,6 years,MORTGAGE,55000,Source Verified,credit_card,12.87,1,Sep-06,1,6,0,5068,51.7,13,0,0,0,299,25630,9800,0
104875,9000, 36 months,6.03,273.92,A,< 1 year,MORTGAGE,50000,Not Verified,debt_consolidation,13.51,0,Sep-03,0,8,0,2889,10.3,18,0,0,0,0,144711,28100,0
360176,6000, 36 months,10.99,196.41,B,10+ years,MORTGAGE,64000,Source Verified,debt_consolidation,12.26,0,Oct-82,1,14,0,54630,77.8,15,0,0,0,0,59480,1030500,0
633153,16000, 60 months,13.99,372.21,C,3 years,RENT,82000,Source Verified,debt_consolidation,11.72,0,Oct-09,0,16,0,13254,42.9,18,0,0,0,0,34149,30900,0
376695,32500, 36 months,9.17,1036.07,B,6 years,MORTGAGE,257000,Source Verified,credit_card,12.5,0,Sep-95,0,14,0,39280,63.3,34,0,0,0,0,909781,62100,0
808437,10200, 36 months,9.17,325.17,B,10+ years,MORTGAGE,57620,Not Verified,credit_card,16.04,0,Mar-04,3,12,0,23995,45.1,25,0,0,0,1399,40953,53200,0
445790,20000, 36 months,8.9,635.07,A,10+ years,MORTGAGE,80000,Source Verified,debt_consolidation,20.67,0,Jun-93,0,16,0,28012,42.1,27,0,0,0,0,289261,66500,0
287265,19000, 36 months,16.99,677.31,D,10+ years,RENT,56000,Source Verified,debt_consolidation,19.89,0,Jul-07,0,4,1,3902,92.9,8,0,0,0,0,51721,4200,0
116718,24000, 36 months,6.62,736.89,A,8 years,MORTGAGE,65000,Verified,debt_consolidation,10.14,0,Oct-02,0,9,0,9878,24.2,19,0,0,0,0,95206,40800,0
165719,24000, 36 months,11.14,787.33,B,< 1 year,RENT,86000,Verified,debt_consolidation,18.28,0,May-84,1,11,0,7806,47.9,16,0,0,0,0,39261,16300,0
199797,8800, 36 months,15.8,308.52,C,6 years,MORTGAGE,72000,Verified,debt_consolidation,31.26,0,Jun-08,1,9,0,4142,41.4,11,0,0,0,0,296632,10000,0
138735,18000, 36 months,14.09,615.99,B,10+ years,MORTGAGE,41953,Source Verified,debt_consolidation,11.27,0,Aug-01,1,12,0,12991,73.8,28,0,0,0,0,167498,17600,0
766068,5525, 36 months,14.65,190.59,C,< 1 year,MORTGAGE,41000,Not Verified,debt_consolidation,15.49,0,Apr-99,0,8,1,3941,45.3,22,0,0,0,1057,108425,8700,0
834967,10000, 60 months,18.25,255.3,E,< 1 year,RENT,120000,Source Verified,renewable_energy,14.79,0,Jul-05,1,10,0,6635,22.1,12,0,0,0,0,42686,30000,0
141764,13000, 36 months,6.03,395.67,A,9 years,MORTGAGE,71900,Not Verified,credit_card,11.12,0,Apr-00,0,12,0,33377,45,29,0,0,0,0,257365,74100,0
733311,4800, 36 months,15.61,167.84,D,2 years,RENT,70000,Verified,home_improvement,20.78,3,Mar-00,1,9,0,5514,40.5,27,0,0,0,0,45593,13600,0
145468,10000, 36 months,15.31,348.18,C,5 years,MORTGAGE,210000,Verified,home_improvement,8.38,2,Dec-96,1,9,0,4336,90.3,48,0,0,0,0,582686,4800,0
247797,10800, 60 months,17.14,269.23,D,6 years,OWN,53000,Verified,debt_consolidation,20.86,0,Jul-02,2,9,1,3104,21.9,25,0,0,0,0,18445,14200,0
181430,18000, 36 months,6.03,547.84,A,4 years,MORTGAGE,55000,Verified,debt_consolidation,8.03,0,Aug-65,1,12,0,12899,34.3,22,0,0,0,0,234994,37600,0
142718,14125, 36 months,18.49,514.14,D,10+ years,MORTGAGE,60000,Verified,credit_card,28.94,1,Jan-97,2,9,0,3168,85.6,40,0,0,0,0,213200,3700,0
441111,4800, 60 months,18.25,122.55,D,n/a,OWN,12000,Verified,credit_card,17.7,0,Apr-89,0,10,1,3852,23.3,29,0,0,0,0,3852,16500,0
190233,25475, 36 months,15.31,886.98,C,10+ years,MORTGAGE,66000,Verified,credit_card,27.75,0,Nov-98,0,9,0,27394,84,27,0,0,0,0,203302,32600,0
81679,8000, 36 months,18.55,291.44,D,9 years,MORTGAGE,65000,Not Verified,debt_consolidation,10.43,0,Dec-94,0,7,0,4320,90,10,0,0,0,0,81359,4800,0
265924,8600, 36 months,13.98,293.85,C,4 years,OWN,44000,Source Verified,home_improvement,16.45,0,Feb-94,1,5,1,2122,31.2,16,0,0,0,0,31764,6800,0
146079,3000, 36 months,10.16,97.03,B,< 1 year,MORTGAGE,70000,Verified,house,24.86,0,Jul-97,1,10,0,5343,21.6,37,0,0,0,0,284349,24700,0
177580,2900, 36 months,15.8,101.67,C,5 years,MORTGAGE,80000,Verified,other,14.35,0,Mar-05,0,7,0,6379,60.9,15,0,0,0,0,235814,14800,0
139974,9325, 36 months,16.29,329.18,C,10+ years,RENT,70000,Verified,credit_card,23.16,0,Feb-99,0,5,0,11989,97.5,22,0,0,0,0,56888,12300,0
63305,12000, 36 months,13.67,408.22,B,2 years,RENT,77368,Not Verified,debt_consolidation,13.54,2,Nov-00,0,7,0,18100,70.1,20,0,0,0,0,47301,25825,0
184331,6000, 36 months,14.09,205.33,B,5 years,MORTGAGE,52000,Not Verified,debt_consolidation,16.41,1,Jan-99,1,12,0,13379,48.3,42,0,0,0,0,172043,27700,0
837847,11000, 36 months,6.68,338.05,A,10+ years,MORTGAGE,103000,Source Verified,debt_consolidation,23.74,0,May-88,0,13,0,48186,67.1,33,0,0,0,0,225621,71800,0
249275,5000, 36 months,16.49,177,D,9 years,RENT,30000,Not Verified,medical,5.12,0,Sep-94,1,6,0,2388,59.7,11,0,0,0,4375,36578,4000,0
59566,10000, 36 months,11.99,332.1,B,2 years,MORTGAGE,65000,Source Verified,credit_card,18.32,0,Jun-95,0,9,0,15575,69.5,20,0,0,0,0,175875,22400,0
187532,11500, 36 months,16.29,405.96,C,10+ years,MORTGAGE,79800,Verified,other,32.99,0,Nov-96,2,17,0,28295,77.1,50,0,0,0,0,119363,36700,0
850449,10000, 36 months,9.49,320.29,B,< 1 year,MORTGAGE,50000,Source Verified,debt_consolidation,20.55,0,Apr-05,0,13,0,12348,55.4,30,0,0,0,0,148612,22300,0
62437,10625, 36 months,15.61,371.51,C,6 years,MORTGAGE,50000,Source Verified,debt_consolidation,25.06,0,Mar-98,0,8,2,4676,61.5,25,0,0,0,0,34834,7600,0
681769,12000, 60 months,15.61,289.34,D,10+ years,RENT,90000,Verified,debt_consolidation,3.09,0,Jul-95,0,7,0,7548,65.1,16,0,0,0,9464,7548,11600,0
114991,15000, 36 months,11.55,495,B,n/a,RENT,62000,Verified,debt_consolidation,27.7,1,Mar-91,2,15,1,4323,36,49,0,0,0,0,238398,12000,0
190327,15000, 60 months,19.05,389.53,D,3 years,MORTGAGE,68000,Verified,debt_consolidation,8.24,0,May-04,1,10,0,5044,29.3,15,0,0,0,188,107319,17200,0
198192,5000, 36 months,6.62,153.52,A,10+ years,MORTGAGE,70000,Source Verified,debt_consolidation,10.37,1,Jan-97,1,16,0,4276,8.5,36,0,0,0,0,266060,50200,0
345988,21075, 36 months,20.2,785.38,E,10+ years,MORTGAGE,160000,Source Verified,debt_consolidation,13.46,0,Mar-88,1,18,0,12057,74.4,32,0,0,0,0,531768,16200,0
183459,35000, 36 months,18.75,1278.55,D,3 years,RENT,150000,Verified,credit_card,9.62,0,Jan-91,0,5,0,38030,84.1,11,0,0,0,0,43934,45200,0
313319,13000, 36 months,12.49,434.84,B,10+ years,RENT,85000,Not Verified,debt_consolidation,20.02,1,Oct-02,1,7,0,10711,33.6,40,0,0,0,362,49589,31900,0
460094,18600, 36 months,7.62,579.61,A,10+ years,MORTGAGE,94000,Verified,debt_consolidation,13.89,0,Oct-94,0,9,0,13191,53.8,26,0,0,0,501,245528,24500,0
138884,3600, 36 months,19.05,132.06,D,1 year,RENT,63995,Verified,credit_card,13.29,1,Nov-99,1,13,0,7033,70.3,33,0,0,0,0,151146,10000,0
183393,6000, 36 months,15.8,210.36,C,2 years,RENT,48000,Not Verified,credit_card,20.15,0,Aug-02,1,7,0,4352,59.6,10,0,0,0,0,22783,7300,0
465915,4750, 36 months,19.22,174.65,D,n/a,RENT,26000,Source Verified,debt_consolidation,4.29,0,Sep-10,1,5,0,3507,53.1,5,0,0,0,0,3507,6600,0
66009,10750, 36 months,14.3,368.98,C,10+ years,OWN,32000,Not Verified,credit_card,24.64,0,Jun-00,1,12,0,15766,59.9,26,0,0,0,0,15766,26300,0
184072,4000, 36 months,6.62,122.82,A,10+ years,MORTGAGE,32000,Not Verified,debt_consolidation,6.78,0,Feb-00,0,9,0,8072,11.5,18,0,0,0,0,8072,69900,0
451355,5500, 36 months,10.99,180.04,B,10+ years,RENT,45000,Not Verified,other,13.28,4,Aug-06,0,8,0,7429,63.3,12,0,0,0,0,7642,9800,0
192123,7125, 36 months,11.14,233.74,B,10+ years,MORTGAGE,39000,Verified,debt_consolidation,33.45,0,May-90,1,15,0,10709,85,21,0,0,0,0,118658,12600,0
190600,4950, 36 months,11.14,162.39,B,9 years,RENT,16850,Source Verified,credit_card,26.99,0,Mar-86,0,11,0,9485,64.1,20,0,0,0,0,9485,14800,0
120068,12000, 36 months,11.55,396,B,10+ years,MORTGAGE,90000,Verified,debt_consolidation,26.55,0,Jun-94,0,12,0,59271,82.2,30,0,0,0,0,434792,72100,0
110664,18000, 36 months,6.62,552.67,A,10+ years,MORTGAGE,140000,Source Verified,debt_consolidation,8.83,0,May-01,0,22,0,6213,16.7,32,0,0,0,0,236420,37200,0
408322,1750, 36 months,8.9,55.57,A,2 years,RENT,50000,Not Verified,home_improvement,14.83,0,Jun-00,0,14,0,14430,28,27,0,0,0,0,173258,51600,0
459187,24000, 36 months,7.62,747.88,A,10+ years,OWN,98000,Source Verified,debt_consolidation,14.85,0,Mar-89,1,9,0,33255,55,23,0,0,0,0,413012,60500,0
139003,5500, 36 months,14.33,188.86,C,< 1 year,MORTGAGE,34000,Verified,debt_consolidation,13.13,0,Oct-03,2,12,0,10321,81.9,20,0,0,0,0,168488,12600,0
136456,12800, 36 months,11.14,419.91,B,7 years,MORTGAGE,92000,Not Verified,credit_card,16.32,0,Mar-00,2,12,1,7752,30.5,16,0,0,0,0,216743,25400,0
409021,5375, 36 months,15.61,187.94,C,6 years,MORTGAGE,43000,Verified,debt_consolidation,19.87,0,Sep-01,0,12,1,13444,55.8,17,0,0,0,0,226143,24100,0
632712,35000, 36 months,13.33,1184.86,C,10+ years,MORTGAGE,145000,Verified,credit_card,18.88,1,Aug-87,1,8,0,171045,95.2,11,0,0,0,0,537050,192700,0
364868,6300, 36 months,10.99,206.23,B,10+ years,RENT,86500,Not Verified,debt_consolidation,8.2,0,Nov-98,0,10,0,6555,42.3,29,0,0,0,1518,45275,15500,0
446066,6000, 36 months,13.53,203.7,B,6 years,RENT,63000,Not Verified,credit_card,10.4,0,Feb-99,0,4,0,6031,68.5,12,0,0,0,133,21131,8600,0
154218,4000, 36 months,12.12,133.09,B,10+ years,RENT,66000,Source Verified,debt_consolidation,11.26,0,Sep-91,0,25,0,27399,40.5,46,0,0,0,0,27399,67600,0
179854,15000, 36 months,11.14,492.08,B,5 years,OWN,42000,Verified,credit_card,19.94,0,Aug-91,1,15,0,25013,30.2,37,0,0,0,0,25013,82700,0
336681,13400, 60 months,25.83,399.86,G,10+ years,RENT,45000,Verified,debt_consolidation,22.72,0,Mar-99,2,12,1,10799,91.5,18,0,0,0,0,37645,11800,0
44149,8000, 36 months,14.98,277.25,C,1 year,MORTGAGE,55000,Verified,debt_consolidation,25.28,0,Oct-99,4,11,0,5977,61.6,27,0,0,0,0,186537,9700,0
110480,6250, 36 months,13.68,212.65,C,3 years,RENT,34000,Not Verified,credit_card,22.52,0,Jan-10,2,19,0,4752,20.7,23,0,0,0,0,18559,22928,0
184838,3000, 36 months,14.09,102.67,B,3 years,RENT,32240,Not Verified,credit_card,6.63,0,Dec-03,2,6,0,488,27.1,8,0,0,0,0,13817,1800,0
191085,12000, 36 months,12.12,399.26,B,5 years,RENT,50000,Not Verified,debt_consolidation,21.43,0,Jan-87,2,7,0,7991,34.9,14,0,0,0,0,10521,22900,0
190971,7500, 36 months,13.11,253.11,B,3 years,RENT,40000,Source Verified,credit_card,27,0,Sep-95,0,12,0,36857,60.5,30,0,0,0,0,36857,60900,0
195696,18000, 36 months,7.62,560.91,A,5 years,MORTGAGE,131240,Source Verified,debt_consolidation,9.01,0,Apr-92,0,12,0,17633,35.4,28,0,0,0,0,264808,49800,0
853799,16000, 36 months,6.99,493.97,A,10+ years,MORTGAGE,93000,Not Verified,debt_consolidation,14.81,0,Apr-91,1,22,0,28965,17.2,41,0,0,0,0,252195,168400,0
345448,28000, 36 months,11.67,925.6,B,7 years,MORTGAGE,1.00E+05,Verified,debt_consolidation,26.73,0,Jul-02,3,9,0,22391,91.4,23,0,0,0,0,244751,24500,0
886565,29975, 60 months,14.99,712.95,C,2 years,RENT,60000,Source Verified,debt_consolidation,7.02,2,Sep-95,0,7,0,4029,11.6,24,0,0,0,140,14957,34800,0
320152,16000, 36 months,10.15,517.41,B,10+ years,MORTGAGE,68000,Verified,debt_consolidation,16.29,0,Jan-95,1,22,0,19057,34.4,67,0,0,0,0,131048,55400,0
565869,8500, 36 months,13.33,287.76,C,10+ years,RENT,102500,Verified,debt_consolidation,12.48,0,Jun-83,0,9,0,33525,57.8,17,0,0,0,0,46609,58000,0
133983,3000, 36 months,11.14,98.42,B,< 1 year,MORTGAGE,125000,Source Verified,debt_consolidation,10.41,1,Jun-95,0,11,0,20026,61.9,29,0,0,0,0,338797,29300,0
251626,6100, 36 months,14.31,209.41,C,4 years,MORTGAGE,58000,Not Verified,debt_consolidation,31.12,0,Apr-00,0,8,0,54176,83.3,23,0,0,0,0,343505,65000,0
828413,20000, 36 months,11.53,659.81,B,7 years,OWN,75000,Source Verified,medical,13.22,1,Jan-85,0,7,0,16363,32.1,14,0,0,0,0,298891,76000,0
840855,11850, 36 months,10.99,387.9,B,n/a,RENT,64000,Verified,car,17.98,0,Jun-99,0,4,0,2928,50,19,0,0,0,0,75693,5900,0
128527,22800, 36 months,13.11,769.44,B,< 1 year,MORTGAGE,110000,Verified,debt_consolidation,32.95,0,Oct-99,0,12,0,34435,62.6,21,0,0,0,0,121546,55000,0
169581,17625, 36 months,13.11,594.8,B,10+ years,MORTGAGE,75000,Not Verified,debt_consolidation,7.44,1,Aug-97,3,8,0,17866,79.4,14,0,0,0,997,367017,22500,0
169124,15000, 36 months,13.11,506.21,B,10+ years,RENT,54000,Verified,debt_consolidation,16.71,0,Nov-99,0,7,1,13668,93,13,0,0,0,0,22566,14700,0
360342,3850, 36 months,14.99,133.45,C,9 years,MORTGAGE,94000,Not Verified,debt_consolidation,4.44,1,Feb-93,3,4,0,44,1,18,0,0,0,0,18065,5050,0
75941,6000, 36 months,9.99,193.58,B,3 years,OWN,49800,Not Verified,credit_card,17.57,2,Jan-93,0,15,0,5536,27.8,53,0,0,0,390,178806,19900,0
315948,21000, 36 months,8.39,661.85,A,7 years,RENT,50000,Source Verified,credit_card,30.39,0,Jun-02,0,7,0,22399,68.3,35,0,0,0,0,37951,32800,0
452204,33000, 36 months,9.67,1059.72,B,2 years,RENT,1.00E+05,Source Verified,credit_card,12.11,0,Jun-96,1,6,0,18151,59.7,30,0,0,0,0,34076,30400,0
99607,35000, 60 months,21.6,958.72,E,< 1 year,RENT,110000,Verified,debt_consolidation,18.16,2,May-91,1,19,0,19221,50.4,53,0,0,0,0,47541,38137,0
94197,20000, 36 months,12.35,667.64,B,2 years,MORTGAGE,96000,Verified,debt_consolidation,15.82,0,Oct-98,0,9,0,14008,68.3,22,0,0,0,0,301281,20500,0
140514,20000, 36 months,6.62,614.08,A,2 years,MORTGAGE,144000,Source Verified,credit_card,7.96,0,Feb-97,1,20,0,16496,37.5,44,0,0,0,0,178685,43934,0
90803,10000, 36 months,10.64,325.69,B,10+ years,RENT,60000,Source Verified,debt_consolidation,8.14,0,Jul-82,1,9,0,2304,11.1,32,0,0,0,0,39932,20800,0
853532,1500, 36 months,12.39,50.11,C,7 years,OWN,30000,Not Verified,vacation,29.48,0,Nov-02,0,6,0,12812,98.6,28,0,0,0,0,22846,13000,0
127686,21000, 36 months,11.14,688.91,B,2 years,MORTGAGE,50000,Verified,debt_consolidation,19.51,0,Jun-00,2,8,0,20913,72.9,40,0,0,0,0,180796,28700,0
464683,12000, 60 months,16.24,293.35,C,n/a,MORTGAGE,49191,Verified,credit_card,13.68,0,Apr-96,1,18,0,25963,46.3,52,0,0,0,0,233925,56100,0
838696,9800, 36 months,9.17,312.42,B,4 years,RENT,60000,Not Verified,debt_consolidation,14.14,1,May-02,0,7,0,11709,36.8,18,0,0,0,99,18691,31800,0
749796,12100, 36 months,16.55,428.7,D,6 years,RENT,62000,Verified,debt_consolidation,18.38,0,Nov-05,1,10,1,6302,39.1,14,0,0,0,0,34738,16100,0
884443,5725, 36 months,17.86,206.58,D,< 1 year,MORTGAGE,40000,Verified,other,0.9,0,Aug-02,0,2,0,998,9.5,8,0,0,0,0,998,10500,0
72202,6700, 36 months,10.99,219.32,B,< 1 year,OWN,50000,Not Verified,debt_consolidation,8.69,0,Sep-83,1,8,0,6611,52.1,23,0,0,0,0,16062,12700,0
58231,10000, 36 months,13.67,340.18,B,4 years,RENT,45000,Not Verified,debt_consolidation,25.28,0,May-05,1,10,1,4702,36.2,31,0,0,0,0,57891,13000,0
192655,5000, 36 months,8.9,158.77,A,10+ years,OWN,55000,Source Verified,credit_card,8.05,0,May-01,0,9,0,14244,32.6,14,0,0,0,0,14244,43700,0
68414,11000, 36 months,15.1,381.86,C,9 years,OWN,34000,Verified,credit_card,19.94,0,Aug-07,0,6,0,11357,89.4,11,0,0,0,0,24954,12700,0
188564,20000, 36 months,7.62,623.23,A,10+ years,MORTGAGE,86000,Not Verified,debt_consolidation,22.06,0,Jan-89,0,10,0,27088,32.7,36,0,0,0,0,240178,82900,0
428910,10000, 36 months,12.99,336.9,B,10+ years,MORTGAGE,70000,Source Verified,debt_consolidation,27.38,2,May-01,3,12,0,8017,89.1,24,0,0,0,0,246536,9000,0
343610,13050, 36 months,14.49,449.14,C,10+ years,MORTGAGE,60000,Source Verified,debt_consolidation,12.88,1,Nov-96,2,7,1,3312,60.2,14,0,0,0,0,147616,5500,0
140292,13000, 36 months,11.14,426.47,B,5 years,MORTGAGE,99000,Verified,credit_card,14.53,0,Nov-91,0,15,1,4501,54.9,26,0,0,0,0,482616,8200,0
184231,7000, 36 months,15.31,243.73,C,1 year,RENT,90000,Not Verified,debt_consolidation,3.5,0,Sep-02,4,25,0,6972,14.8,42,0,0,0,0,89180,47000,0
441770,12500, 60 months,14.16,291.9,C,< 1 year,RENT,95000,Verified,debt_consolidation,23.91,0,Nov-03,3,15,0,31605,74.2,43,0,0,0,0,78557,42600,0
44832,11000, 36 months,12.85,369.84,B,4 years,MORTGAGE,55000,Source Verified,credit_card,30.74,0,May-03,3,15,0,11301,70.6,29,0,0,0,0,139158,16000,0
411384,20000, 36 months,19.99,743.17,E,9 years,RENT,108000,Source Verified,debt_consolidation,17.47,0,Apr-05,2,8,1,13629,62.5,21,0,0,0,0,37824,21800,0
165117,20000, 36 months,14.09,684.43,B,10+ years,MORTGAGE,58000,Verified,debt_consolidation,21.27,0,Aug-04,1,14,0,24875,68.8,25,0,0,0,0,30323,36153,0
53606,20000, 36 months,14.3,686.48,C,7 years,RENT,92000,Verified,debt_consolidation,5.15,0,Sep-89,1,9,0,3427,43.4,25,0,0,0,328,16462,7900,0
358674,10000, 36 months,12.99,336.9,C,5 years,RENT,96000,Source Verified,debt_consolidation,11.33,0,Nov-03,0,7,0,16279,97.5,12,0,0,0,0,26741,16700,0
411809,3650, 36 months,12.99,122.97,B,10+ years,RENT,80000,Not Verified,debt_consolidation,14.91,1,Oct-87,0,28,0,70458,57,44,0,0,0,0,102877,87100,0
409539,10000, 60 months,15.31,239.53,C,10+ years,MORTGAGE,41000,Not Verified,debt_consolidation,12.59,0,Apr-03,0,11,0,13880,59.1,25,0,0,0,0,133348,23500,0
47820,14825, 36 months,16.24,522.97,C,5 years,MORTGAGE,58000,Verified,debt_consolidation,32.34,1,Feb-90,0,10,0,7106,95,21,0,0,0,0,154704,7500,0
460509,25000, 36 months,11.99,830.24,B,n/a,MORTGAGE,72516,Source Verified,home_improvement,23.68,0,Dec-84,1,6,0,15748,78.3,39,0,0,0,0,82677,20100,0
341713,14575, 36 months,14.99,505.18,C,3 years,MORTGAGE,95000,Not Verified,other,18.48,2,Sep-05,1,9,0,5328,37,47,0,0,0,362,93074,14400,0
355548,15125, 60 months,16.29,370.15,D,9 years,RENT,42000,Source Verified,debt_consolidation,19.14,0,Jan-99,0,12,0,10362,52.9,24,0,0,0,0,35370,19600,0
115179,12000, 36 months,11.55,396,B,10+ years,MORTGAGE,60000,Verified,debt_consolidation,31.12,0,Jan-05,0,11,0,18468,57.5,32,0,0,0,97,229711,32100,0
81371,10000, 36 months,17.1,357.03,C,2 years,RENT,42000,Verified,debt_consolidation,9.17,0,Aug-01,0,6,0,10361,101.6,21,0,0,0,0,27247,10200,0
